Date,Value,week,year,month,day
6/26/20,9240.85,5,2020,6,26
6/27/20,9154.45,6,2020,6,27
6/28/20,9004.23,7,2020,6,28
6/29/20,9127.47,1,2020,6,29
6/30/20,9185.35,2,2020,6,30
7/1/20,9133.97,3,2020,7,1
7/2/20,9236.38,4,2020,7,2
7/3/20,9087.98,5,2020,7,3
7/4/20,9072.42,6,2020,7,4
7/5/20,9131.31,7,2020,7,5
7/6/20,9089.09,1,2020,7,6
7/7/20,9348.91,2,2020,7,7
7/8/20,9256.23,3,2020,7,8
7/9/20,9440.07,4,2020,7,9
7/10/20,9238.04,5,2020,7,10
7/11/20,9287.4,6,2020,7,11
7/12/20,9235.96,7,2020,7,12
7/13/20,9295.9,1,2020,7,13
7/14/20,9238.13,2,2020,7,14
7/15/20,9254.52,3,2020,7,15
7/16/20,9193.51,4,2020,7,16
7/17/20,9131.0,5,2020,7,17
7/18/20,9154.19,6,2020,7,18
7/19/20,9174.71,7,2020,7,19
7/20/20,9214.66,1,2020,7,20
7/21/20,9163.87,2,2020,7,21
7/22/20,9392.66,3,2020,7,22
7/23/20,9537.4,4,2020,7,23
7/24/20,9613.11,5,2020,7,24
7/25/20,9551.28,6,2020,7,25
7/26/20,9707.5,7,2020,7,26
7/27/20,9938.83,1,2020,7,27
7/28/20,11042.4,2,2020,7,28
7/29/20,10934.94,3,2020,7,29
7/30/20,11102.67,4,2020,7,30
7/31/20,11114.93,5,2020,7,31
8/1/20,11343.88,6,2020,8,1
8/2/20,11823.69,7,2020,8,2
8/3/20,11077.77,1,2020,8,3
8/4/20,11242.57,2,2020,8,4
8/5/20,11194.25,3,2020,8,5
8/6/20,11750.28,4,2020,8,6
8/7/20,11772.94,5,2020,8,7
8/8/20,11605.6,6,2020,8,8
8/9/20,11767.6,7,2020,8,9
8/10/20,11684.06,1,2020,8,10
8/11/20,11893.03,2,2020,8,11
8/12/20,11392.43,3,2020,8,12
8/13/20,11573.11,4,2020,8,13
8/14/20,11777.43,5,2020,8,14
8/15/20,11774.38,6,2020,8,15
8/16/20,11873.98,7,2020,8,16
8/17/20,11914.01,1,2020,8,17
8/18/20,12293.72,2,2020,8,18
8/19/20,11969.53,3,2020,8,19
8/20/20,11734.0,4,2020,8,20
8/21/20,11865.82,5,2020,8,21
8/22/20,11522.8,6,2020,8,22
8/23/20,11683.44,7,2020,8,23
8/24/20,11653.02,1,2020,8,24
8/25/20,11763.93,2,2020,8,25
8/26/20,11337.4,3,2020,8,26
8/27/20,11467.37,4,2020,8,27
8/28/20,11302.01,5,2020,8,28
8/29/20,11534.75,6,2020,8,29
8/30/20,11481.64,7,2020,8,30
8/31/20,11707.78,1,2020,8,31
9/1/20,11659.57,2,2020,9,1
9/2/20,11923.25,3,2020,9,2
9/3/20,11397.44,4,2020,9,3
9/4/20,10187.51,5,2020,9,4
9/5/20,10467.89,6,2020,9,5
9/6/20,10159.62,7,2020,9,6
9/7/20,10254.93,1,2020,9,7
9/8/20,10367.74,2,2020,9,8
9/9/20,10121.52,3,2020,9,9
9/10/20,10227.83,4,2020,9,10
9/11/20,10352.66,5,2020,9,11
9/12/20,10395.44,6,2020,9,12
9/13/20,10446.44,7,2020,9,13
9/14/20,10330.77,1,2020,9,14
9/15/20,10674.64,2,2020,9,15
9/16/20,10785.62,3,2020,9,16
9/17/20,10948.43,4,2020,9,17
9/18/20,10943.89,5,2020,9,18
9/19/20,10931.79,6,2020,9,19
9/20/20,11081.43,7,2020,9,20
9/21/20,10919.65,1,2020,9,21
9/22/20,10430.46,2,2020,9,22
9/23/20,10532.22,3,2020,9,23
9/24/20,10234.48,4,2020,9,24
9/25/20,10732.43,5,2020,9,25
9/26/20,10692.84,6,2020,9,26
9/27/20,10732.4,7,2020,9,27
9/28/20,10774.24,1,2020,9,28
9/29/20,10692.33,2,2020,9,29
9/30/20,10840.8,3,2020,9,30
10/1/20,10777.92,4,2020,10,1
10/2/20,10619.24,5,2020,10,2
10/3/20,10575.06,6,2020,10,3
10/4/20,10551.77,7,2020,10,4
10/5/20,10673.46,1,2020,10,5
10/6/20,10788.56,2,2020,10,6
10/7/20,10603.74,3,2020,10,7
10/8/20,10670.8,4,2020,10,8
10/9/20,10923.3,5,2020,10,9
10/10/20,11063.19,6,2020,10,10
10/11/20,11302.67,7,2020,10,11
10/12/20,11376.61,1,2020,10,12
10/13/20,11540.04,2,2020,10,13
10/14/20,11428.24,3,2020,10,14
10/15/20,11431.32,4,2020,10,15
10/16/20,11503.73,5,2020,10,16
10/17/20,11327.57,6,2020,10,17
10/18/20,11366.51,7,2020,10,18
10/19/20,11508.2,1,2020,10,19
10/20/20,11758.16,2,2020,10,20
10/21/20,11925.46,3,2020,10,21
10/22/20,12831.56,4,2020,10,22
10/23/20,12990.25,5,2020,10,23
10/24/20,12944.52,6,2020,10,24
10/25/20,13128.46,7,2020,10,25
10/26/20,13036.77,1,2020,10,26
10/27/20,13076.37,2,2020,10,27
10/28/20,13651.47,3,2020,10,28
10/29/20,13289.0,4,2020,10,29
10/30/20,13458.66,5,2020,10,30
10/31/20,13564.72,6,2020,10,31
11/1/20,13810.32,7,2020,11,1
11/2/20,13758.88,1,2020,11,2
11/3/20,13575.17,2,2020,11,3
11/4/20,14023.31,3,2020,11,4
11/5/20,14155.59,4,2020,11,5
11/6/20,15591.39,5,2020,11,6
11/7/20,15595.77,6,2020,11,7
11/8/20,14839.84,7,2020,11,8
11/9/20,15490.6,1,2020,11,9
11/10/20,15328.53,2,2020,11,10
11/11/20,15317.04,3,2020,11,11
11/12/20,15708.65,4,2020,11,12
11/13/20,16295.57,5,2020,11,13
11/14/20,16339.33,6,2020,11,14
11/15/20,16091.07,7,2020,11,15
11/16/20,15968.16,1,2020,11,16
11/17/20,16725.15,2,2020,11,17
11/18/20,17679.72,3,2020,11,18
11/19/20,17798.45,4,2020,11,19
11/20/20,17820.57,5,2020,11,20
11/21/20,18687.45,6,2020,11,21
11/22/20,18699.75,7,2020,11,22
11/23/20,18422.28,1,2020,11,23
11/24/20,18398.91,2,2020,11,24
11/25/20,19172.52,3,2020,11,25
11/26/20,18739.8,4,2020,11,26
11/27/20,17151.44,5,2020,11,27
11/28/20,17138.87,6,2020,11,28
11/29/20,17732.42,7,2020,11,29
11/30/20,18191.6,1,2020,11,30
12/1/20,19709.73,2,2020,12,1
12/2/20,18792.52,3,2020,12,2
12/3/20,19226.97,4,2020,12,3
12/4/20,19454.54,5,2020,12,4
12/5/20,18670.49,6,2020,12,5
12/6/20,19155.06,7,2020,12,6
12/7/20,19377.66,1,2020,12,7
12/8/20,19181.41,2,2020,12,8
12/9/20,18318.87,3,2020,12,9
12/10/20,18554.15,4,2020,12,10
12/11/20,18247.76,5,2020,12,11
12/12/20,18029.36,6,2020,12,12
12/13/20,18803.44,7,2020,12,13
12/14/20,19164.48,1,2020,12,14
12/15/20,19276.59,2,2020,12,15
12/16/20,19439.75,3,2020,12,16
12/17/20,21379.48,4,2020,12,17
12/18/20,22847.46,5,2020,12,18
12/19/20,23150.79,6,2020,12,19
12/20/20,23869.92,7,2020,12,20
12/21/20,23490.58,1,2020,12,21
12/22/20,22745.48,2,2020,12,22
12/23/20,23824.99,3,2020,12,23
12/24/20,23253.37,4,2020,12,24
12/25/20,23715.53,5,2020,12,25
12/26/20,24693.58,6,2020,12,26
12/27/20,26443.21,7,2020,12,27
12/28/20,26246.58,1,2020,12,28
12/29/20,27036.69,2,2020,12,29
12/30/20,27376.37,3,2020,12,30
12/31/20,28856.59,4,2020,12,31
1/1/21,28982.56,5,2021,1,1
1/2/21,29393.75,6,2021,1,2
1/3/21,32195.46,7,2021,1,3
1/4/21,33000.78,1,2021,1,4
1/5/21,32035.03,2,2021,1,5
1/6/21,34046.67,3,2021,1,6
1/7/21,36860.41,4,2021,1,7
1/8/21,39486.04,5,2021,1,8
1/9/21,40670.25,6,2021,1,9
1/10/21,40240.72,7,2021,1,10
1/11/21,38240.09,1,2021,1,11
1/12/21,35544.94,2,2021,1,12
1/13/21,34011.82,3,2021,1,13
1/14/21,37393.13,4,2021,1,14
1/15/21,39158.47,5,2021,1,15
1/16/21,36828.52,6,2021,1,16
1/17/21,36065.2,7,2021,1,17
1/18/21,35793.01,1,2021,1,18
1/19/21,36632.35,2,2021,1,19
1/20/21,36020.13,3,2021,1,20
1/21/21,35538.98,4,2021,1,21
1/22/21,30797.88,5,2021,1,22
1/23/21,33002.38,6,2021,1,23
1/24/21,32099.74,7,2021,1,24
1/25/21,32276.84,1,2021,1,25
1/26/21,32243.26,2,2021,1,26
1/27/21,32541.8,3,2021,1,27
1/28/21,30419.17,4,2021,1,28
1/29/21,33403.17,5,2021,1,29
1/30/21,34314.26,6,2021,1,30
1/31/21,34318.1,7,2021,1,31
2/1/21,33136.46,1,2021,2,1
2/2/21,33522.9,2,2021,2,2
2/3/21,35529.66,3,2021,2,3
2/4/21,37676.25,4,2021,2,4
2/5/21,37002.09,5,2021,2,5
2/6/21,38278.61,6,2021,2,6
2/7/21,39323.26,7,2021,2,7
2/8/21,38928.1,1,2021,2,8
2/9/21,46364.3,2,2021,2,9
2/10/21,46589.58,3,2021,2,10
2/11/21,44878.17,4,2021,2,11
2/12/21,48013.38,5,2021,2,12
2/13/21,47471.4,6,2021,2,13
2/14/21,47185.19,7,2021,2,14
2/15/21,48720.37,1,2021,2,15
2/16/21,47951.85,2,2021,2,16
2/17/21,49160.1,3,2021,2,17
2/18/21,52118.23,4,2021,2,18
2/19/21,51608.15,5,2021,2,19
2/20/21,55916.5,6,2021,2,20
2/21/21,56001.2,7,2021,2,21
2/22/21,57487.86,1,2021,2,22
2/23/21,54123.4,2,2021,2,23
2/24/21,48880.43,3,2021,2,24
2/25/21,50624.84,4,2021,2,25
2/26/21,46800.42,5,2021,2,26
2/27/21,46340.31,6,2021,2,27
2/28/21,46155.87,7,2021,2,28
3/1/21,45113.92,1,2021,3,1
3/2/21,49618.43,2,2021,3,2
3/3/21,48356.04,3,2021,3,3
3/4/21,50477.7,4,2021,3,4
3/5/21,48448.91,5,2021,3,5
3/6/21,48861.38,6,2021,3,6
3/7/21,48881.59,7,2021,3,7
3/8/21,51169.7,1,2021,3,8
3/9/21,52299.33,2,2021,3,9
3/10/21,54881.52,3,2021,3,10
3/11/21,55997.23,4,2021,3,11
3/12/21,57764.0,5,2021,3,12
3/13/21,57253.28,6,2021,3,13
3/14/21,61258.73,7,2021,3,14
3/15/21,59133.47,1,2021,3,15
3/16/21,55754.72,2,2021,3,16
3/17/21,56872.38,3,2021,3,17
3/18/21,58913.0,4,2021,3,18
3/19/21,57665.9,5,2021,3,19
3/20/21,58075.1,6,2021,3,20
3/21/21,58085.8,7,2021,3,21
3/22/21,57411.17,1,2021,3,22
3/23/21,54204.96,2,2021,3,23
3/24/21,54477.46,3,2021,3,24
3/25/21,52508.23,4,2021,3,25
3/26/21,51415.92,5,2021,3,26
3/27/21,55074.47,6,2021,3,27
3/28/21,55863.93,7,2021,3,28
3/29/21,55783.71,1,2021,3,29
3/30/21,57627.67,2,2021,3,30
3/31/21,58730.13,3,2021,3,31
4/1/21,58735.25,4,2021,4,1
4/2/21,58736.92,5,2021,4,2
4/3/21,59031.32,6,2021,4,3
4/4/21,57076.49,7,2021,4,4
4/5/21,58206.55,1,2021,4,5
4/6/21,59054.1,2,2021,4,6
4/7/21,58020.46,3,2021,4,7
4/8/21,55947.27,4,2021,4,8
4/9/21,58048.59,5,2021,4,9
4/10/21,58102.58,6,2021,4,10
4/11/21,59774.0,7,2021,4,11
4/12/21,59964.87,1,2021,4,12
4/13/21,59834.74,2,2021,4,13
4/14/21,63554.44,3,2021,4,14
4/15/21,62969.12,4,2021,4,15
4/16/21,63252.63,5,2021,4,16
4/17/21,61455.98,6,2021,4,17
4/18/21,60087.09,7,2021,4,18
4/19/21,56251.48,1,2021,4,19
4/20/21,55703.14,2,2021,4,20
4/21/21,56507.91,3,2021,4,21
4/22/21,53808.8,4,2021,4,22
4/23/21,51731.71,5,2021,4,23
4/24/21,51153.13,6,2021,4,24
4/25/21,50110.53,7,2021,4,25
4/26/21,49075.58,1,2021,4,26
4/27/21,54056.64,2,2021,4,27
4/28/21,55071.46,3,2021,4,28
4/29/21,54884.1,4,2021,4,29
4/30/21,53584.15,5,2021,4,30
5/1/21,57796.62,6,2021,5,1
5/2/21,57857.5,7,2021,5,2
5/3/21,56610.46,1,2021,5,3
5/4/21,57213.33,2,2021,5,4
5/5/21,53241.72,3,2021,5,5
5/6/21,57473.23,4,2021,5,6
5/7/21,56428.16,5,2021,5,7
5/8/21,57380.27,6,2021,5,8
5/9/21,58928.81,7,2021,5,9
5/10/21,58280.73,1,2021,5,10
5/11/21,55883.5,2,2021,5,11
5/12/21,56750.0,3,2021,5,12
5/13/21,49007.09,4,2021,5,13
5/14/21,49702.27,5,2021,5,14
5/15/21,49922.52,6,2021,5,15
5/16/21,46736.58,7,2021,5,16
5/17/21,46441.64,1,2021,5,17
5/18/21,43596.24,2,2021,5,18
5/19/21,42912.19,3,2021,5,19
5/20/21,36964.27,4,2021,5,20
5/21/21,40784.32,5,2021,5,21
5/22/21,37280.35,6,2021,5,22
5/23/21,37528.3,7,2021,5,23
5/24/21,34754.54,1,2021,5,24
5/25/21,38728.59,2,2021,5,25
5/26/21,38410.5,3,2021,5,26
5/27/21,39266.04,4,2021,5,27
5/28/21,38445.29,5,2021,5,28
5/29/21,35689.62,6,2021,5,29
5/30/21,34647.67,7,2021,5,30
5/31/21,35684.59,1,2021,5,31
6/1/21,37310.54,2,2021,6,1
6/2/21,36662.64,3,2021,6,2
6/3/21,37585.24,4,2021,6,3
6/4/21,39188.59,5,2021,6,4
6/5/21,36885.51,6,2021,6,5
6/6/21,35530.38,7,2021,6,6
6/7/21,35816.17,1,2021,6,7
6/8/21,33514.87,2,2021,6,8
6/9/21,33450.19,3,2021,6,9
6/10/21,37338.36,4,2021,6,10
6/11/21,36704.57,5,2021,6,11
6/12/21,37313.18,6,2021,6,12
6/13/21,35494.9,7,2021,6,13
6/14/21,39066.82,1,2021,6,14
6/15/21,40525.8,2,2021,6,15
6/16/21,40188.56,3,2021,6,16
6/17/21,38324.87,4,2021,6,17
6/18/21,38068.04,5,2021,6,18
6/19/21,35729.82,6,2021,6,19
6/20/21,35524.17,7,2021,6,20
6/21/21,35592.35,1,2021,6,21
6/22/21,31686.55,2,2021,6,22
6/23/21,32447.59,3,2021,6,23
6/24/21,33674.66,4,2021,6,24
6/25/21,34639.38,5,2021,6,25
6/26/21,31640.58,6,2021,6,26
6/27/21,32160.91,7,2021,6,27
6/28/21,34644.45,1,2021,6,28
6/29/21,34456.67,2,2021,6,29
6/30/21,35847.7,3,2021,6,30
7/1/21,35047.36,4,2021,7,1
7/2/21,33536.88,5,2021,7,2
7/3/21,33856.86,6,2021,7,3
7/4/21,34688.98,7,2021,7,4
7/5/21,35309.3,1,2021,7,5
7/6/21,33747.97,2,2021,7,6
7/7/21,34211.01,3,2021,7,7
7/8/21,33839.04,4,2021,7,8
7/9/21,32877.41,5,2021,7,9
7/10/21,33818.52,6,2021,7,10
7/11/21,33515.57,7,2021,7,11
7/12/21,34227.64,1,2021,7,12
7/13/21,33158.25,2,2021,7,13
7/14/21,32686.56,3,2021,7,14
7/15/21,32814.61,4,2021,7,15
7/16/21,31738.59,5,2021,7,16
7/17/21,31421.25,6,2021,7,17
7/18/21,31520.66,7,2021,7,18
7/19/21,31783.49,1,2021,7,19
7/20/21,30815.94,2,2021,7,20
7/21/21,29790.24,3,2021,7,21
7/22/21,32118.06,4,2021,7,22
7/23/21,32297.89,5,2021,7,23
7/24/21,33581.63,6,2021,7,24
7/25/21,34279.34,7,2021,7,25
7/26/21,35365.2,1,2021,7,26
7/27/21,37318.14,2,2021,7,27
7/28/21,39405.95,3,2021,7,28
7/29/21,40002.53,4,2021,7,29
7/30/21,40005.93,5,2021,7,30
7/31/21,42214.15,6,2021,7,31
8/1/21,41659.06,7,2021,8,1
8/2/21,40000.46,1,2021,8,2
8/3/21,39193.94,2,2021,8,3
8/4/21,38138.0,3,2021,8,4
8/5/21,39750.14,4,2021,8,5
8/6/21,40882.0,5,2021,8,6
8/7/21,42825.95,6,2021,8,7
8/8/21,44634.13,7,2021,8,8
8/9/21,43816.14,1,2021,8,9
8/10/21,46333.46,2,2021,8,10
8/11/21,45608.37,3,2021,8,11
8/12/21,45611.46,4,2021,8,12
8/13/21,44417.78,5,2021,8,13
8/14/21,47833.98,6,2021,8,14
8/15/21,47112.19,7,2021,8,15
8/16/21,47056.41,1,2021,8,16
8/17/21,45982.55,2,2021,8,17
8/18/21,44648.57,3,2021,8,18
8/19/21,44777.86,4,2021,8,19
8/20/21,46734.65,5,2021,8,20
8/21/21,49327.75,6,2021,8,21
8/22/21,48932.02,7,2021,8,22
8/23/21,49335.68,1,2021,8,23
8/24/21,49523.5,2,2021,8,24
8/25/21,47744.58,3,2021,8,25
8/26/21,48972.09,4,2021,8,26
8/27/21,46962.8,5,2021,8,27
8/28/21,49056.86,6,2021,8,28
8/29/21,48897.65,7,2021,8,29
8/30/21,48806.78,1,2021,8,30
8/31/21,47074.77,2,2021,8,31
9/1/21,47155.87,3,2021,9,1
9/2/21,48862.76,4,2021,9,2
9/3/21,49329.01,5,2021,9,3
9/4/21,50035.33,6,2021,9,4
9/5/21,49947.38,7,2021,9,5
9/6/21,51769.06,1,2021,9,6
9/7/21,52677.4,2,2021,9,7
9/8/21,46809.17,3,2021,9,8
9/9/21,46078.38,4,2021,9,9
9/10/21,46368.69,5,2021,9,10
